UniqueID,Distillery Name,Brand,Status,Region,Type,Founded,Owner,Parent Company,Full Address,Postcode,Water Source,Wash Stills,Spirit Stills,Total Stills,Still Type,Washbacks,Washback Material,Mash Tun,Milling Equipment,Heating Method,Annual Capacity (LPA),Core Style,Peated,Visitor Centre,Tours,Website,Latitude,Longitude,Confidence,EvidenceStrength,SourceCount,LastVerified,QAStatus,SourceURLs,ResearchNeeded,Notes,SourceFile,EntityClass,ReleaseStatus
DIST-HLD-0007,Dalwhinnie,Dalwhinnie,Operating,Highlands,Malt,1897,Diageo,Diageo,,,Allt an'Sluic,2,2,4,Traditional,,,,,Steam,1700000,"Honeyed, heather",No,Yes,Yes,https://www.malts.com,,,4,,2,2026-07-01,,Official website | SWA,Verify production details,,SWRD_Highlands_v0_1_Batch1.csv,Physical Distillery Row,Research RC1
DIST-HLD-0008,Deanston,Deanston,Operating,Highlands,Malt,1966,Burn Stewart Distillers,Distell,,,River Teith,2,2,4,Traditional,,,,,Steam,3000000,"Malty, honeyed",No,Yes,Yes,https://www.deanstonmalt.com,,,4,,2,2026-07-01,,Official website | SWA,Verify ownership history notes,,SWRD_Highlands_v0_1_Batch1.csv,Physical Distillery Row,Research RC1
DIST-HLD-0009,Edradour,Edradour,Operating,Highlands,Malt,1825,Signatory Vintage,Signatory Vintage,,,,2,2,4,Traditional,,,,,Steam,300000,"Rich, oily",Partial,Yes,Yes,https://edradour.com,,,4,,2,2026-07-01,,Official|SWA,Verify washbacks,,SWRD_Highlands_v0_1_Batch2.csv,Physical Distillery Row,Research RC1
DIST-HLD-0010,Fettercairn,Fettercairn,Operating,Highlands,Malt,1824,Whyte & Mackay,Emperador Inc.,,,,2,2,4,Traditional,,,,,Steam,3200000,"Tropical, clean",No,Yes,Yes,https://www.fettercairnwhisky.com,,,4,,2,2026-07-01,,Official|SWA,Verify cooling ring details,,SWRD_Highlands_v0_1_Batch2.csv,Physical Distillery Row,Research RC1
DIST-HLD-0011,Glencadam,Glencadam,Operating,Highlands,Malt,1825,Angus Dundee,Angus Dundee,,,,2,2,4,Traditional,,,,,Steam,1400000,Floral,No,Yes,Yes,https://www.glencadamwhisky.com,,,4,,2,2026-07-01,,Official|SWA,Verify capacity,,SWRD_Highlands_v0_1_Batch2.csv,Physical Distillery Row,Research RC1
DIST-HLD-0012,Glen Garioch,Glen Garioch,Operating,Highlands,Malt,1797,Beam Suntory,Suntory Global Spirits,,,,2,2,4,Traditional,,,,,Steam,1400000,"Malty, spicy",Partial,Yes,Yes,https://www.glengarioch.com,,,4,,2,2026-07-01,,Official|SWA,Verify equipment,,SWRD_Highlands_v0_1_Batch2.csv,Physical Distillery Row,Research RC1
DIST-HLD-0013,Glen Ord,The Singleton of Glen Ord,Operating,Highlands,Malt,1838,Diageo,Diageo,,,,7,7,14,Traditional,,,,,Steam,11000000,"Malty, fruity",No,Yes,Yes,https://www.malts.com,,,4,,2,2026-07-01,,Official|SWA,Verify still count,,SWRD_Highlands_v0_1_Batch2.csv,Physical Distillery Row,Research RC1
DIST-HLD-0014,Glenmorangie,Glenmorangie,Operating,Highlands,Malt,1843,Glenmorangie Co.,LVMH,,,Tarlogie Springs,6,6,12,Traditional,,,,,Steam,6500000,"Elegant, citrus",No,Yes,Yes,https://www.glenmorangie.com,,,5,,2,2026-07-01,,Official|SWA,Confirm latest capacity,,SWRD_Highlands_v0_1_Batch2.csv,Physical Distillery Row,Research RC1
DIST-HLD-0015,Loch Lomond,Loch Lomond,Operating,Highlands,Malt & Grain,1964,Loch Lomond Group,Loch Lomond Group,,,Loch Lomond,6,6,12,Traditional & Lomond,,,,,Steam,18000000,Versatile,Variable,Yes,Yes,https://www.lochlomondwhiskies.com,,,4,,2,2026-07-01,,Official|SWA,Separate malt/grain details later,Produces multiple brands.,SWRD_Highlands_v0_1_Batch2.csv,Physical Distillery Row,Research RC1
DIST-HLD-0016,Oban,Oban,Operating,Highlands,Malt,1794,Diageo,Diageo,,,,2,2,4,Traditional,,,,,Steam,870000,"Maritime, fruity",No,Yes,Yes,https://www.malts.com,,,5,,2,2026-07-01,,Official|SWA,Verify technical data,,SWRD_Highlands_v0_1_Batch2.csv,Physical Distillery Row,Research RC1
DIST-HLD-0017,Pulteney,Old Pulteney,Operating,Highlands,Malt,1826,International Beverage,International Beverage,,,,2,2,4,Traditional,,,,,Steam,1800000,"Maritime, briny",No,Yes,Yes,https://www.oldpulteney.com,,,4,,2,2026-07-01,,Official website | SWA,Verify water source and coordinates,,SWRD_Highlands_v0_1_Batch3.csv,Physical Distillery Row,Research RC1
DIST-HLD-0018,Royal Brackla,Royal Brackla,Operating,Highlands,Malt,1812,John Dewar & Sons,Bacardi,,,Cawdor Burn,3,3,6,Traditional,,,,,Steam,4100000,"Fruity, spicy",No,No,No,https://www.royalbrackla.com,,,4,,2,2026-07-01,,Official website | SWA,Verify technical details,,SWRD_Highlands_v0_1_Batch3.csv,Physical Distillery Row,Research RC1
DIST-HLD-0019,Royal Lochnagar,Royal Lochnagar,Operating,Highlands,Malt,1845,Diageo,Diageo,,,Scarnock Springs,2,2,4,Traditional,,,,,Steam,450000,"Delicate, nutty",No,Yes,Yes,https://www.malts.com,,,4,,2,2026-07-01,,Official website | SWA,Verify production figures,,SWRD_Highlands_v0_1_Batch3.csv,Physical Distillery Row,Research RC1
DIST-HLD-0020,Teaninich,Teaninich,Operating,Highlands,Malt,1817,Diageo,Diageo,,,Alness River,6,6,12,Traditional,,,,Mash filter,Steam,10300000,"Clean, grassy",No,No,No,https://www.malts.com,,,4,,2,2026-07-01,,Official website | SWA,Confirm mash filter specification,,SWRD_Highlands_v0_1_Batch3.csv,Physical Distillery Row,Research RC1
DIST-HLD-0021,Tomatin,Tomatin,Operating,Highlands,Malt,1897,Tomatin Distillery Co.,Takara Shuzo,,,Alt-na-Frith Burn,6,6,12,Traditional,,,,,Steam,5600000,"Soft, fruity",Partial,Yes,Yes,https://tomatin.com,,,4,,2,2026-07-01,,Official website | SWA,Verify still count after latest upgrades,,SWRD_Highlands_v0_1_Batch3.csv,Physical Distillery Row,Research RC1
DIST-HLD-0022,Tullibardine,Tullibardine,Operating,Highlands,Malt,1949,Tullibardine Distillery Ltd.,Picard Vins & Spiritueux,,,Danny Burn,2,2,4,Traditional,,,,,Steam,2700000,"Malty, creamy",No,Yes,Yes,https://www.tullibardine.com,,,4,,2,2026-07-01,,Official website | SWA,Verify production data,,SWRD_Highlands_v0_1_Batch3.csv,Physical Distillery Row,Research RC1
DIST-HLD-0023,Wolfburn,Wolfburn,Operating,Highlands,Malt,2013,Wolfburn Distillery Ltd.,Wolfburn Distillery Ltd.,,,Burn of Wolf,1,1,2,Traditional,,,,,Steam,125000,"Light, coastal",No,Yes,Yes,https://wolfburn.com,,,4,,2,2026-07-01,,Official website | SWA,Verify capacity and coordinates,,SWRD_Highlands_v0_1_Batch3.csv,Physical Distillery Row,Research RC1
DIST-HLD-0024,Torabhaig,Torabhaig,Operating,Highlands,Malt,2017,Mossburn Distillers,Marussia Beverages,,,Allt Breacach,2,2,4,Traditional,,,,,Steam,500000,"Heavily peated, maritime",Yes,Yes,Yes,https://torabhaig.com,,,4,,2,2026-07-01,,Official website | SWA,Region taxonomy review (Skye/Islands vs Highlands dataset planning),Held temporarily pending Islands separation.,SWRD_Highlands_v0_1_Batch3.csv,Physical Distillery Row,Research RC1
DIST-HLD-0025,AnCnoc (Knockdhu),anCnoc,Operating,Highlands,Malt,1894,Inver House Distillers,International Beverage,,,Knock Burn,2,2,4,Traditional,,,,,Steam,1800000,"Fresh, honeyed",Partial,Yes,Yes,https://ancnoc.com,,,4,,2,2026-07-01,,Official|SWA,Verify equipment details,"Distillery name Knockdhu, brand anCnoc.",SWRD_Highlands_v0_1_Batch4.csv,Physical Distillery Row,Research RC1
DIST-HLD-0026,Ben Nevis,Ben Nevis,Operating,Highlands,Malt,1825,Ben Nevis Distillery Ltd.,Nikka Whisky,,,Allt a'Mhuilinn,2,2,4,Traditional,,,,,Steam,2000000,"Robust, oily",Partial,Yes,Yes,https://www.bennevisdistillery.com,,,4,,2,2026-07-01,,Official|SWA,Verify capacity,,SWRD_Highlands_v0_1_Batch4.csv,Physical Distillery Row,Research RC1
DIST-HLD-0027,Brackla (Cawdor),Cawdor,Closed,Highlands,Malt,1812,,,,,,0,0,0,,,,,,,Historic,No,No,No,,,,2,1,,2026-07-01,Historic references,,Historic precursor / research record,Optional historical dataset.,,SWRD_Highlands_v0_1_Batch4.csv,Historic,Research RC1
DIST-HLD-0028,Dornoch,Dornoch,Operating,Highlands,Malt,2017,Dornoch Distillery Co.,Thompson Bros.,,,,1,1,2,Traditional,,,,Direct Fired,20000,"Craft, fruity",Variable,Yes,Yes,https://www.dornochdistillery.com,,,4,2,,2026-07-01,Official|SWA,,Verify production details,Small-scale craft distillery.,,SWRD_Highlands_v0_1_Batch4.csv,Physical Distillery Row,Research RC1
DIST-HLD-0029,Nc'nean,Nc'nean,Operating,Highlands,Malt,2017,Nc'nean Distillery,Nc'nean Distillery,,,Drimnin Burn,1,1,2,Traditional,,,,,Steam,450000,"Organic, fruity",No,Yes,Yes,https://ncnean.com,,,5,,2,2026-07-01,,Official|SWA,Verify latest capacity,Organic production.,SWRD_Highlands_v0_1_Batch4.csv,Physical Distillery Row,Research RC1
DIST-HLD-0030,Uile-bheist,Uile-bheist,Operating,Highlands,Malt,2023,Uile-bheist Distillery & Brewery,Uile-bheist,,,,1,1,2,Traditional,,,,,Steam,,New make,Variable,Yes,Yes,https://www.uilebheist.com,,,4,,2,2026-07-01,,Official|SWA,Expand as production matures,Recently opened.,SWRD_Highlands_v0_1_Batch4.csv,Physical Distillery Row,Research RC1
DIST-HLD-0031,Glenglassaugh,Glenglassaugh,Operating,Highlands,Malt,1875,Brown-Forman,Brown-Forman,,,Glassaugh Burn,2,2,4,Traditional,,,,,Steam,1300000,"Coastal, fruity",Partial,Yes,Yes,https://www.glenglassaugh.com,,,4,,2,2026-07-01,,Official website | SWA,Verify technical equipment,,SWRD_Highlands_v0_1_Batch5.csv,Physical Distillery Row,Research RC1
DIST-HLD-0032,Glenturret,The Glenturret,Operating,Highlands,Malt,1763,The Glenturret Ltd.,Lalique Group,,,Turret Burn,2,2,4,Traditional,,,,,Steam,1200000,"Rich, cereal",Partial,Yes,Yes,https://theglenturret.com,,,5,,2,2026-07-01,,Official website | SWA,Verify current capacity,Oldest working distillery claim.,SWRD_Highlands_v0_1_Batch5.csv,Physical Distillery Row,Research RC1
DIST-HLD-0033,Lochlea,Lochlea,Operating,Highlands,Malt,2018,Lochlea Distillery,Lochlea Distillery,,,,1,1,2,Traditional,,,,,Steam,200000,"Fresh, fruity",No,Yes,Yes,https://www.lochleadistillery.com,,,4,,2,2026-07-01,,Official website | SWA,Review regional classification (Lowlands vs Highlands),Hold for taxonomy reconciliation.,SWRD_Highlands_v0_1_Batch5.csv,Physical Distillery Row,Research RC1
DIST-HLD-0034,Arbikie,Arbikie,Operating,Highlands,Malt,2014,Arbikie Distillery,Arbikie Highland Estate,,,Estate borehole,1,1,2,Traditional,,,,,Steam,,Farm-to-bottle,No,Yes,Yes,https://arbikie.com,,,4,,2,2026-07-01,,Official website | SWA,Expand whisky production details,Produces spirits beyond whisky.,SWRD_Highlands_v0_1_Batch5.csv,Physical Distillery Row,Research RC1
DIST-HLD-0035,Lindores Abbey,Lindores Abbey,Operating,Highlands,Malt,2017,Lindores Abbey Distillery,Lindores Abbey Distillery,,,,2,2,4,Traditional,,,,,Steam,500000,"Malty, fruity",No,Yes,Yes,https://lindoresabbeydistillery.com,,,4,,2,2026-07-01,,Official website | SWA,Review regional classification (Lowlands vs Highlands),Taxonomy review required.,SWRD_Highlands_v0_1_Batch5.csv,Physical Distillery Row,Research RC1
DIST-HLD-0036,GlenWyvis,GlenWyvis,Operating,Highlands,Malt,2017,GlenWyvis Distillery,GlenWyvis Distillery,,,Ben Wyvis water,1,1,2,Traditional,,,,,Steam,150000,"Light, fruity",No,Yes,Yes,https://glenwyvis.com,,,4,,2,2026-07-01,,Official website | SWA,Verify latest production figures,Community-owned distillery.,SWRD_Highlands_v0_1_Batch5.csv,Physical Distillery Row,Research RC1
DIST-HLD-0037,Aultmore?,,Research Hold,Highlands,,,,,,,,,,,,,,,,,,,,,,,,1,0,,2026-07-01,,,Removed - not Highland (Speyside),Placeholder to document reconciliation.,,SWRD_Highlands_v0_1_Batch6_QA.csv,QA/Research Marker,Research RC1
DIST-HLD-0038,Brora,Brora,Operating,Highlands,Malt,1819,Diageo,Diageo,,,Clynemilton Burn,2,2,4,Traditional,,,,,Steam,800000,"Waxy, coastal",Partial,Yes,Yes,https://www.brora.com,,,5,,2,2026-07-01,,Official website | SWA,Verify latest annual capacity after reopening,Reopened in 2021.,SWRD_Highlands_v0_1_Batch6_QA.csv,Physical Distillery Row,Research RC1
DIST-HLD-0039,Dalwhinnie,Distillery QA,Duplicate Review,Highlands,,,,,,,,,,,,,,,,,,,,,,,,5,0,,2026-07-01,,,Duplicate detection,Existing record retained; QA marker only.,,SWRD_Highlands_v0_1_Batch6_QA.csv,QA/Research Marker,Research RC1
DIST-HLD-0040,Glencadam,10 Year Old,Brand Seed,Highlands,Malt,,Angus Dundee,Angus Dundee,,,,,,,,,,,,,,,,,,,,4,1,,2026-07-01,Official website,,Expand brand table in consolidation,Illustrative brand seed.,,SWRD_Highlands_v0_1_Batch6_QA.csv,Brand/Expression Seed,Research RC1
DIST-HLD-0041,Tomatin,Legacy,Brand Seed,Highlands,Malt,,Tomatin Distillery Co.,Takara Shuzo,,,,,,,,,,,,,,,,,,,,4,1,,2026-07-01,Official website,,Expand brand table in consolidation,Illustrative brand seed.,,SWRD_Highlands_v0_1_Batch6_QA.csv,Brand/Expression Seed,Research RC1
DIST-ISL-0001,Ardbeg,Ardbeg,Operating,Islay,Malt,1815,The Ardbeg Distillery Ltd.,LVMH,,,Loch Uigeadail,2,2,4,Traditional,,,,,Steam,2400000,Heavily peated,Yes,Yes,Yes,https://www.ardbeg.com,,,5,,2,2026-07-01,,Official website | SWA,Verify coordinates,,SWRD_Islay_v0_1_Batch1.csv,Physical Distillery Row,Research RC1
DIST-ISL-0002,Ardnahoe,Ardnahoe,Operating,Islay,Malt,2018,Hunter Laing,Hunter Laing,,,Loch Ardnahoe,2,2,4,Traditional,,,,,Steam,500000,Heavily peated,Yes,Yes,Yes,https://ardnahoedistillery.com,,,4,,2,2026-07-01,,Official website | SWA,Verify capacity,,SWRD_Islay_v0_1_Batch1.csv,Physical Distillery Row,Research RC1
DIST-ISL-0003,Bowmore,Bowmore,Operating,Islay,Malt,1779,Beam Suntory,Suntory Global Spirits,,,River Laggan,2,2,4,Traditional,,,,,Steam,2200000,Balanced peat,Yes,Yes,Yes,https://www.bowmore.com,,,5,,2,2026-07-01,,Official website | SWA,Verify equipment,,SWRD_Islay_v0_1_Batch1.csv,Physical Distillery Row,Research RC1
DIST-ISL-0004,Bruichladdich,Bruichladdich,Operating,Islay,Malt,1881,Bruichladdich Distillery Co.,Rémy Cointreau,,,Octomore Spring,4,4,8,Traditional,,,,,Steam,1500000,Unpeated / peated variants,Variable,Yes,Yes,https://www.bruichladdich.com,,,5,,2,2026-07-01,,Official website | SWA,Separate Port Charlotte and Octomore in brand table,,SWRD_Islay_v0_1_Batch1.csv,Physical Distillery Row,Research RC1
DIST-ISL-0005,Bunnahabhain,Bunnahabhain,Operating,Islay,Malt,1881,Distell,Heineken,,,Margadale Spring,2,2,4,Traditional,,,,,Steam,3000000,Mostly unpeated,Partial,Yes,Yes,https://www.bunnahabhain.com,,,4,,2,2026-07-01,,Official website | SWA,Verify technical details,,SWRD_Islay_v0_1_Batch1.csv,Physical Distillery Row,Research RC1
DIST-ISL-0006,Caol Ila,Caol Ila,Operating,Islay,Malt,1846,Diageo,Diageo,,,Loch nam Ban,3,3,6,Traditional,,,,,Steam,6500000,"Smoky, maritime",Yes,Yes,Yes,https://www.malts.com,,,5,,2,2026-07-01,,Official website | SWA,Verify visitor data,,SWRD_Islay_v0_1_Batch1.csv,Physical Distillery Row,Research RC1
DIST-ISL-0007,Kilchoman,Kilchoman,Operating,Islay,Malt,2005,Kilchoman Distillery,Kilchoman Distillery,,,Allt Gleann Osamail,2,2,4,Traditional,,,,,Steam,500000,"Farm distillery, smoky",Yes,Yes,Yes,https://www.kilchomandistillery.com,,,5,,2,2026-07-01,,Official website | SWA,Verify mash tun & washbacks,Farm-to-bottle producer.,SWRD_Islay_v0_1_Batch2.csv,Physical Distillery Row,Research RC1
DIST-ISL-0008,Lagavulin,Lagavulin,Operating,Islay,Malt,1816,Diageo,Diageo,,,Loch Sholum,2,2,4,Traditional,,,,,Steam,2400000,"Rich, smoky",Yes,Yes,Yes,https://www.malts.com,,,5,,2,2026-07-01,,Official website | SWA,Verify current capacity,,SWRD_Islay_v0_1_Batch2.csv,Physical Distillery Row,Research RC1
DIST-ISL-0009,Laphroaig,Laphroaig,Operating,Islay,Malt,1815,Beam Suntory,Suntory Global Spirits,,,Kilbride Stream,3,4,7,Traditional,,,,,Steam,3300000,"Medicinal, smoky",Yes,Yes,Yes,https://www.laphroaig.com,,,5,,2,2026-07-01,,Official website | SWA,Verify still split,Friends of Laphroaig programme.,SWRD_Islay_v0_1_Batch2.csv,Physical Distillery Row,Research RC1
DIST-ISL-0010,Port Ellen,Port Ellen,Operating,Islay,Malt,1825,Diageo,Diageo,,,Leorin Lochs,3,3,6,Traditional,,,,,Steam,,"Elegant, smoky",Yes,Yes,Yes,https://www.portellen.com,,,4,,2,2026-07-01,,Official website | SWA,Verify reopened production capacity,Reopened in 2024.,SWRD_Islay_v0_1_Batch2.csv,Physical Distillery Row,Research RC1
DIST-ISL-0011,Portintruan,Portintruan,Operating,Islay,Malt,2024,Elixir Distillers,Elixir Distillers,,,,2,2,4,Traditional,,,,,Steam,,Heavily peated,Yes,Planned,Planned,https://elixirdistillers.com,,,3,,2,2026-07-01,,Official website | SWA,New distillery - monitor production ramp-up,,SWRD_Islay_v0_1_Batch2.csv,Physical Distillery Row,Research RC1
DIST-ISL-0012,Lagg,Lagg,Operating,Islands,Malt,2019,Isle of Arran Distillers,Isle of Arran Distillers,,,,2,2,4,Traditional,,,,,Steam,750000,Heavily peated,Yes,Yes,Yes,https://www.laggwhisky.com,,,4,,2,2026-07-01,,Official website,Move to Islands master during reconciliation,Included temporarily for taxonomy review.,SWRD_Islay_v0_1_Batch2.csv,Physical Distillery Row,Research RC1
DIST-ISL-0013,Kilchiaran,Kilchiaran,Under Construction,Islay,Malt,2025,Macalister Hall & Co.,Macalister Hall & Co.,,,,,,,,,,,,,,Variable,Planned,Planned,https://machdistillery.com,,,3,2,,2026-07-01,Official project | SWA,,Monitor commissioning,Project under development.,,SWRD_Islay_v0_1_Batch3.csv,Project/Planned,Research RC1
DIST-ISL-0014,Port Charlotte,Port Charlotte,Brand (linked),Islay,Malt,,Bruichladdich Distillery Co.,Rémy Cointreau,,,,,,,,,,,,,,Heavily peated,Yes,,,https://www.bruichladdich.com,,,5,,1,2026-07-01,,Official website,Move to Brand table in Gold release,Linked to Bruichladdich distillery.,SWRD_Islay_v0_1_Batch3.csv,Brand/Expression Seed,Research RC1
DIST-ISL-0015,Octomore,Octomore,Brand (linked),Islay,Malt,,Bruichladdich Distillery Co.,Rémy Cointreau,,,,,,,,,,,,,,Super heavily peated,Yes,,,https://www.bruichladdich.com,,,5,,1,2026-07-01,,Official website,Move to Brand table in Gold release,Linked to Bruichladdich distillery.,SWRD_Islay_v0_1_Batch3.csv,Brand/Expression Seed,Research RC1
DIST-ISL-0016,Bunnahabhain,Staoisha,Brand (linked),Islay,Malt,,Distell,Heineken,,,,,,,,,,,,,,Heavily peated,Yes,,,https://www.bunnahabhain.com,,,4,,1,2026-07-01,,Official website,Brand mapping,Peated production line.,SWRD_Islay_v0_1_Batch3.csv,Brand/Expression Seed,Research RC1
DIST-ISL-0017,Ardbeg,Uigeadail,Brand (linked),Islay,Malt,,The Ardbeg Distillery Ltd.,LVMH,,,,,,,,,,,,,,Heavily peated,Yes,,,https://www.ardbeg.com,,,5,,1,2026-07-01,,Official website,Brand mapping,Core expression seed.,SWRD_Islay_v0_1_Batch3.csv,Brand/Expression Seed,Research RC1
DIST-ISL-0018,Ardbeg,Corryvreckan,Brand (linked),Islay,Malt,,The Ardbeg Distillery Ltd.,LVMH,,,,,,,,,,,,,,Heavily peated,Yes,,,https://www.ardbeg.com,,,5,,1,2026-07-01,,Official website,Brand mapping,Core expression seed.,SWRD_Islay_v0_1_Batch3.csv,Brand/Expression Seed,Research RC1
DIST-ISL-0019,Laggan Bay,Laggan Bay,Under Construction,Islay,Malt,2025,Laggan Bay Distillers,Laggan Bay Distillers,,,,,,,,,,,,,,Variable,Planned,Planned,,,,3,1,,2026-07-01,Track commissioning and first spirit,,,Planned project record.,,SWRD_Islay_v0_1_Batch4.csv,Project/Planned,Research RC1
DIST-ISL-0020,Ardbeg,Ardbeg Ten,Brand Seed,Islay,Malt,,The Ardbeg Distillery Ltd.,LVMH,,,,,,,,,,,,,,Heavily peated,Yes,,,https://www.ardbeg.com,,,5,,1,2026-07-01,,,Move to Brand table,Core expression.,SWRD_Islay_v0_1_Batch4.csv,Brand/Expression Seed,Research RC1
DIST-ISL-0021,Laphroaig,Laphroaig 10,Brand Seed,Islay,Malt,,Beam Suntory,Suntory Global Spirits,,,,,,,,,,,,,,"Medicinal, smoky",Yes,,,https://www.laphroaig.com,,,5,,1,2026-07-01,,,Move to Brand table,Core expression.,SWRD_Islay_v0_1_Batch4.csv,Brand/Expression Seed,Research RC1
DIST-ISL-0022,Lagavulin,Lagavulin 16,Brand Seed,Islay,Malt,,Diageo,Diageo,,,,,,,,,,,,,,"Rich, smoky",Yes,,,https://www.malts.com,,,5,,1,2026-07-01,,,Move to Brand table,Core expression.,SWRD_Islay_v0_1_Batch4.csv,Brand/Expression Seed,Research RC1
DIST-ISD-0001,Arran,Arran,Operating,Islands,Malt,1995,Isle of Arran Distillers,Isle of Arran Distillers,,,Loch na Davie,2,2,4,Traditional,,,,,Steam,750000,"Fresh, fruity",No,Yes,Yes,https://www.arranwhisky.com,,,5,,2,2026-07-01,,,Verify technical equipment,Lochranza distillery.,SWRD_Islands_v0_1_Batch1.csv,Physical Distillery Row,Research RC1
DIST-ISD-0002,Lagg,Lagg,Operating,Islands,Malt,2019,Isle of Arran Distillers,Isle of Arran Distillers,,,,2,2,4,Traditional,,,,,Steam,750000,Heavily peated,Yes,Yes,Yes,https://www.laggwhisky.com,,,5,,2,2026-07-01,,,Backfill address,Moved from taxonomy review to Islands.,SWRD_Islands_v0_1_Batch1.csv,Physical Distillery Row,Research RC1
DIST-ISD-0003,Torabhaig,Torabhaig,Operating,Islands,Malt,2017,Mossburn Distillers,Marussia Beverages,,,Allt Breacach,2,2,4,Traditional,,,,,Steam,500000,"Maritime, smoky",Yes,Yes,Yes,https://torabhaig.com,,,5,,2,2026-07-01,,,Backfill coordinates,Moved from taxonomy review to Islands.,SWRD_Islands_v0_1_Batch1.csv,Physical Distillery Row,Research RC1
DIST-ISD-0004,Talisker,Talisker,Operating,Islands,Malt,1830,Diageo,Diageo,,,Cnoc nan Speireag,3,2,5,Traditional,,,,,Steam,3600000,"Maritime, peppery",Partial,Yes,Yes,https://www.malts.com,,,5,,2,2026-07-01,,,Verify latest visitor details,Isle of Skye.,SWRD_Islands_v0_1_Batch1.csv,Physical Distillery Row,Research RC1
DIST-ISD-0005,Highland Park,Highland Park,Operating,Islands,Malt,1798,Highland Park Distillery,Edrington,,,Cattie Maggie's Spring,2,2,4,Traditional,,,,,Steam,2500000,"Heather honey, lightly smoky",Partial,Yes,Yes,https://www.highlandparkwhisky.com,,,5,,2,2026-07-01,,,Verify equipment,Orkney.,SWRD_Islands_v0_1_Batch1.csv,Physical Distillery Row,Research RC1
DIST-ISD-0006,Scapa,Scapa,Operating,Islands,Malt,1885,Scapa Distillery,Pernod Ricard,,,Lingro Burn,1,1,2,Traditional,,,,,Steam,1000000,"Soft, orchard fruit",No,Yes,Yes,https://www.scapa.com,,,5,,2,2026-07-01,,,Verify capacity,Orkney.,SWRD_Islands_v0_1_Batch1.csv,Physical Distillery Row,Research RC1
DIST-LWD-0001,Auchentoshan,Auchentoshan,Operating,Lowlands,Malt,1823,Beam Suntory,Suntory Global Spirits,,,Cochna Burn,3,3,6,Triple distilled,,,,,Steam,1800000,"Light, citrus",No,Yes,Yes,https://www.auchentoshan.com,,,5,,2,2026-07-01,,,Backfill technical details,Triple-distilled style.,SWRD_Lowlands_v0_1_Batch1.csv,Physical Distillery Row,Research RC1
DIST-LWD-0002,Bladnoch,Bladnoch,Operating,Lowlands,Malt,1817,Bladnoch Distillery,Bladnoch Distillery,,,River Bladnoch,2,2,4,Traditional,,,,,Steam,1500000,"Floral, grassy",No,Yes,Yes,https://www.bladnoch.com,,,5,,2,2026-07-01,,,Verify capacity,,SWRD_Lowlands_v0_1_Batch1.csv,Physical Distillery Row,Research RC1
DIST-LWD-0003,Daftmill,Daftmill,Operating,Lowlands,Malt,2005,Daftmill Distillery,Cuthbert Family,,,Farm spring,1,1,2,Traditional,,,,,Steam,100000,Farm distillery,No,Limited,Limited,https://www.daftmill.com,,,5,,2,2026-07-01,,,Backfill visitor policy,Seasonal production.,SWRD_Lowlands_v0_1_Batch1.csv,Physical Distillery Row,Research RC1
DIST-LWD-0004,Kingsbarns,Kingsbarns,Operating,Lowlands,Malt,2014,Kingsbarns Distillery,Wemyss Family Spirits,,,Aquifer,2,2,4,Traditional,,,,,Steam,500000,"Fruity, elegant",No,Yes,Yes,https://www.kingsbarnsdistillery.com,,,5,,2,2026-07-01,,,Verify washback count,,SWRD_Lowlands_v0_1_Batch1.csv,Physical Distillery Row,Research RC1
DIST-LWD-0005,Lindores Abbey,Lindores Abbey,Operating,Lowlands,Malt,2017,Lindores Abbey Distillery,Lindores Abbey Distillery,,,Well water,2,2,4,Traditional,,,,,Steam,500000,"Malty, orchard fruit",No,Yes,Yes,https://lindoresabbeydistillery.com,,,5,,2,2026-07-01,,,Moved from taxonomy review,Permanent Lowlands classification.,SWRD_Lowlands_v0_1_Batch1.csv,Physical Distillery Row,Research RC1
DIST-LWD-0006,Lochlea,Lochlea,Operating,Lowlands,Malt,2018,Lochlea Distillery,Lochlea Distillery,,,Estate water,1,1,2,Traditional,,,,,Steam,200000,"Cereal, fruit-forward",No,Yes,Yes,https://www.lochleadistillery.com,,,5,,2,2026-07-01,,,Moved from taxonomy review,Permanent Lowlands classification.,SWRD_Lowlands_v0_1_Batch1.csv,Physical Distillery Row,Research RC1
DIST-CMP-0001,Glen Scotia,Glen Scotia,Operating,Campbeltown,Malt,1832,Loch Lomond Group,Loch Lomond Group,,,Crosshill Loch,2,2,4,Traditional,,,,,Steam,750000,"Maritime, oily",Partial,Yes,Yes,https://www.glenscotia.com,,,5,,2,2026-07-01,,,Backfill technical equipment,,SWRD_Campbeltown_v0_1_Batch1.csv,Physical Distillery Row,Research RC1
DIST-CMP-0002,Springbank,Springbank,Operating,Campbeltown,Malt,1828,J. & A. Mitchell & Co. Ltd.,J. & A. Mitchell & Co. Ltd.,,,Crosshill Loch,3,3,6,Traditional,,,,,Direct & Steam,750000,"Rich, oily",Partial,Yes,Yes,https://www.springbank.scot,,,5,,2,2026-07-01,,,Separate Hazelburn and Longrow into Brand table,"One physical distillery, multiple house styles.",SWRD_Campbeltown_v0_1_Batch1.csv,Physical Distillery Row,Research RC1
